issue_id,report_id,report_url,report_date,coroner,area,issue_sentence,extract_error,similarity_group_id,group_label,group_description
iss_0021077,2015-0014,https://www.judiciary.uk/prevention-of-future-death-reports/robert-anstice/,2015-01-16,J. Lake,Norfolk,The patient was discharged from the multidisciplinary team despite failed attempts to contact him via telephone.,,-1,,
iss_0021078,2015-0013,https://www.judiciary.uk/prevention-of-future-death-reports/louise-henry/,2015-01-16,C. Cartwright,Derby and Derbyshire,The discharge process failed to communicate risk relapse triggers or a contingency plan to the GP.,,-1,,
iss_0021079,2015-0013,https://www.judiciary.uk/prevention-of-future-death-reports/louise-henry/,2015-01-16,C. Cartwright,Derby and Derbyshire,The lead professional failed to notify the GP of the patient's discharge from the Recovery Team.,,-1,,
iss_0021080,2015-0013,https://www.judiciary.uk/prevention-of-future-death-reports/louise-henry/,2015-01-16,C. Cartwright,Derby and Derbyshire,Mental health services failed to reassess the patient despite receiving information regarding potential psychotic symptoms.,,-1,,
iss_0021081,2015-0013,https://www.judiciary.uk/prevention-of-future-death-reports/louise-henry/,2015-01-16,C. Cartwright,Derby and Derbyshire,There is a lack of clarity regarding roles and responsibilities between the CMHT and the DCC Recovery Team.,,-1,,
iss_0021082,2015-0013,https://www.judiciary.uk/prevention-of-future-death-reports/louise-henry/,2015-01-16,C. Cartwright,Derby and Derbyshire,The DCC Recovery Team was not following the Care Programme Approach or acting as care co-ordinators.,,-1,,
iss_0021083,2015-0013,https://www.judiciary.uk/prevention-of-future-death-reports/louise-henry/,2015-01-16,C. Cartwright,Derby and Derbyshire,Discharge procedures and policies were not followed to ensure necessary risk information was shared with the GP.,,-1,,
iss_0021084,2015-0013,https://www.judiciary.uk/prevention-of-future-death-reports/louise-henry/,2015-01-16,C. Cartwright,Derby and Derbyshire,Confusion exists due to two different agencies operating services under the title 'Recovery Team'.,,-1,,
iss_0021085,2015-0013,https://www.judiciary.uk/prevention-of-future-death-reports/louise-henry/,2015-01-16,C. Cartwright,Derby and Derbyshire,GPs may not be fully utilising the Special Patient Note and Right Care Plan facilities on the EMIS system.,,-1,,
iss_0021086,2015-0011,https://www.judiciary.uk/prevention-of-future-death-reports/judith-saville/,2015-01-15,A. Cox,"County of Devon, Plymouth and Torbay",The GP prescribed an excessive quantity of medication to a patient with a history of overdoses.,,-1,,
iss_0021087,2015-0011,https://www.judiciary.uk/prevention-of-future-death-reports/judith-saville/,2015-01-15,A. Cox,"County of Devon, Plymouth and Torbay",The medical practice computer system lacks a warning mechanism to alert practitioners to a patient's history of overdose.,,-1,,
iss_0021089,2015-0009,https://www.judiciary.uk/prevention-of-future-death-reports/annette-charlton/,2015-01-09,L. Hunt,Birmingham and Solihull,"Medication packaging is too similar, increasing the risk of dispensing errors.",,-1,,
iss_0021090,2015-0006,https://www.judiciary.uk/prevention-of-future-death-reports/jason-lawson/,2015-01-09,R. Chapman,Rutland and North Leicestershire,Prison welfare checks failed to identify that the deceased was dead.,,-1,,
iss_0021091,2015-0006,https://www.judiciary.uk/prevention-of-future-death-reports/jason-lawson/,2015-01-09,R. Chapman,Rutland and North Leicestershire,The distance to the medical centre discourages prisoners from seeking healthcare.,,-1,,
iss_0021092,2015-0006,https://www.judiciary.uk/prevention-of-future-death-reports/jason-lawson/,2015-01-09,R. Chapman,Rutland and North Leicestershire,The pharmacy lacks a computerised system to flag non-attendance for prescription collection.,,-1,,
iss_0021093,2015-0006,https://www.judiciary.uk/prevention-of-future-death-reports/jason-lawson/,2015-01-09,R. Chapman,Rutland and North Leicestershire,The pharmacy lacks a computerised system to flag lapsed prescriptions.,,-1,,
iss_0021094,2015-0006,https://www.judiciary.uk/prevention-of-future-death-reports/jason-lawson/,2015-01-09,R. Chapman,Rutland and North Leicestershire,There is no specific policy for managing prisoners requiring 24-hour medical observation in unequipped prisons.,,-1,,
iss_0021095,2015-0004,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-hunt/,2015-01-09,A. Forrest,Greater Lincolnshire,Non-injury collisions at the scene are not recorded on the local authority's database.,,-1,,
iss_0021096,2015-0004,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-hunt/,2015-01-09,A. Forrest,Greater Lincolnshire,The current 60 mph speed limit on the B1192 is inappropriate for the village setting.,,-1,,
iss_0021097,2015-0008,https://www.judiciary.uk/prevention-of-future-death-reports/pauline-taylor/,2015-01-09,K. McLoughlin,Yorkshire West Eastern,The surgical term ‘nephroureterectomy’ lacks sufficient precision to prevent clinical misunderstanding regarding the extent of the procedure.,,-1,,
iss_0021098,2015-0002,https://www.judiciary.uk/prevention-of-future-death-reports/eve-cullen/,2015-01-08,G. Williams,Worcestershire,The referral from the Queen Elizabeth Hospital was not actioned by the Community Mental Health Team.,,-1,,
iss_0021099,2015-0002,https://www.judiciary.uk/prevention-of-future-death-reports/eve-cullen/,2015-01-08,G. Williams,Worcestershire,Urgent referrals made by psychiatric nurses were not treated as urgent.,,-1,,
iss_0021100,2015-0002,https://www.judiciary.uk/prevention-of-future-death-reports/eve-cullen/,2015-01-08,G. Williams,Worcestershire,There is no service-wide definition of what constitutes an urgent referral.,,-1,,
iss_0021101,2015-0002,https://www.judiciary.uk/prevention-of-future-death-reports/eve-cullen/,2015-01-08,G. Williams,Worcestershire,"There is no agreed definition for terms such as 'very urgent', 'immediate' or 'routine'.",,-1,,
iss_0021102,2015-0002,https://www.judiciary.uk/prevention-of-future-death-reports/eve-cullen/,2015-01-08,G. Williams,Worcestershire,No suggested timeframe is recorded when referrals are made.,,-1,,
iss_0021103,2015-0002,https://www.judiciary.uk/prevention-of-future-death-reports/eve-cullen/,2015-01-08,G. Williams,Worcestershire,The responsibility for scheduling patient reviews rests solely with the psychiatrist without oversight of clinical urgency.,,-1,,
iss_0021104,2015-0016,https://www.judiciary.uk/prevention-of-future-death-reports/george-hulme/,2015-01-08,C. Murray,Manchester South,Agency staff lacked sufficient information to assist with the identification of residents.,,-1,,
iss_0021105,2015-0016,https://www.judiciary.uk/prevention-of-future-death-reports/george-hulme/,2015-01-08,C. Murray,Manchester South,The induction and tour process for agency staff was inadequate for resident identification.,,-1,,
iss_0021106,2015-0016,https://www.judiciary.uk/prevention-of-future-death-reports/george-hulme/,2015-01-08,C. Murray,Manchester South,"An incorrect medical file was retrieved, leading to potentially inappropriate treatment.",,-1,,
iss_0021107,2015-0016,https://www.judiciary.uk/prevention-of-future-death-reports/george-hulme/,2015-01-08,C. Murray,Manchester South,Resident rooms were not clearly marked to assist with identification during emergencies.,,-1,,
iss_0021108,2015-0003,https://www.judiciary.uk/prevention-of-future-death-reports/carla-london/,2015-01-06,A. Walker,London North,Consideration should be given to NICE guidance on late onset sepsis in babies weighing under 1500g.,,-1,,
iss_0021109,2015-0003,https://www.judiciary.uk/prevention-of-future-death-reports/carla-london/,2015-01-06,A. Walker,London North,Research into HeRO or other infection monitoring systems is required.,,-1,,
iss_0021111,2015-0010,https://www.judiciary.uk/prevention-of-future-death-reports/dale-proverbs/,2015-01-06,A. Walker,London North,The continuous observation of the patient in seclusion was not maintained.,,-1,,
iss_0021112,2015-0010,https://www.judiciary.uk/prevention-of-future-death-reports/dale-proverbs/,2015-01-06,A. Walker,London North,The nurse responsible for observations was not monitoring the patient when he collapsed.,,-1,,
iss_0021113,2015-0010,https://www.judiciary.uk/prevention-of-future-death-reports/dale-proverbs/,2015-01-06,A. Walker,London North,Hospital policies required a higher standard of observation for patients in seclusion than the Mental Health Act Code of Practice prescribed.,,-1,,
iss_0021114,2015-0010,https://www.judiciary.uk/prevention-of-future-death-reports/dale-proverbs/,2015-01-06,A. Walker,London North,The existing clinic policies were insufficient to prevent a fatality if the Mental Health Act Code of Practice were followed.,,-1,,
iss_0021115,2015-0001,https://www.judiciary.uk/prevention-of-future-death-reports/dean-elie/,2015-01-06,A. Walker,London North,Existing legislation failed to address the management of patients who miss critical medical appointments due to mental health conditions.,,-1,,
iss_0021116,2015-0099,https://www.judiciary.uk/prevention-of-future-death-reports/james-fyfe/,2015-01-05,P. Bedford,Berkshire,The design and maintenance of the trolley allowed the cot side to remain in an unlocked but raised position.,,-1,,
iss_0021117,2015-0099,https://www.judiciary.uk/prevention-of-future-death-reports/james-fyfe/,2015-01-05,P. Bedford,Berkshire,Maintenance schedules may not have specifically addressed the risk of the cot side failing while in a raised position.,,-1,,
iss_0021118,2015-0099,https://www.judiciary.uk/prevention-of-future-death-reports/james-fyfe/,2015-01-05,P. Bedford,Berkshire,The MHRA failed to escalate and notify all relevant hospital trusts and agencies regarding the identified trolley hazard.,,-1,,
iss_0021119,2015-0007,https://www.judiciary.uk/prevention-of-future-death-reports/max-carlton-smith/,2014-12-30,A. Harris,London Inner South,Organisers of the unlicensed rave failed to provide on-site medical assistance.,,-1,,
iss_0021120,2015-0007,https://www.judiciary.uk/prevention-of-future-death-reports/max-carlton-smith/,2014-12-30,A. Harris,London Inner South,The venue had inadequate ventilation and unregulated fire exits.,,-1,,
iss_0021121,2015-0007,https://www.judiciary.uk/prevention-of-future-death-reports/max-carlton-smith/,2014-12-30,A. Harris,London Inner South,Police lacked the power to enter squatted commercial premises to prevent illegal raves.,,-1,,
iss_0021122,2015-0007,https://www.judiciary.uk/prevention-of-future-death-reports/max-carlton-smith/,2014-12-30,A. Harris,London Inner South,Insufficient police resources were available to close the venue during the event.,,-1,,
iss_0021123,2015-0007,https://www.judiciary.uk/prevention-of-future-death-reports/max-carlton-smith/,2014-12-30,A. Harris,London Inner South,Organisers and staff evaded identification and could not be traced by the police.,,-1,,
iss_0021125,2014-0554,https://www.judiciary.uk/prevention-of-future-death-reports/david-mountain/,2014-12-24,J. Lake,Norfolk,Risks of bleeding and vascular damage following pacemaker insertion were not fully investigated.,,-1,,
iss_0021126,2014-0554,https://www.judiciary.uk/prevention-of-future-death-reports/david-mountain/,2014-12-24,J. Lake,Norfolk,An echocardiogram was not performed promptly following the development of chest pain.,,-1,,
iss_0021127,2014-0554,https://www.judiciary.uk/prevention-of-future-death-reports/david-mountain/,2014-12-24,J. Lake,Norfolk,The results of the echocardiogram were not available before the patient's death.,,-1,,
iss_0021128,2014-0553,https://www.judiciary.uk/prevention-of-future-death-reports/alois-piska/,2014-12-23,D. Horsley,"Hampshire, Portsmouth and Southampton",Staffing levels were inadequate to supervise residents in communal areas at all times.,,-1,,
iss_0021129,2014-0546,https://www.judiciary.uk/prevention-of-future-death-reports/percy-gurton/,2014-12-22,C. Beasley-Murray,Essex and Thurrock,The bus design lacks a barrier in front of the right-hand front seat.,,-1,,
iss_0021130,2014-0542,https://www.judiciary.uk/prevention-of-future-death-reports/edwin-thompson/,2014-12-22,T. Carney,Gateshead and South Tyneside,Protective measures for vulnerable residents with dementia were inadequate and inconsistent.,,-1,,
iss_0021131,2014-0542,https://www.judiciary.uk/prevention-of-future-death-reports/edwin-thompson/,2014-12-22,T. Carney,Gateshead and South Tyneside,Staff failed to seek timely medical assistance for residents presenting with cardiac symptoms.,,-1,,
iss_0021132,2014-0542,https://www.judiciary.uk/prevention-of-future-death-reports/edwin-thompson/,2014-12-22,T. Carney,Gateshead and South Tyneside,Unqualified staff engaged in speculating on medical causes and administering unprescribed remedies.,,-1,,
iss_0021133,2014-0542,https://www.judiciary.uk/prevention-of-future-death-reports/edwin-thompson/,2014-12-22,T. Carney,Gateshead and South Tyneside,"Staff training protocols were not formalised, regularised, or personalised.",,-1,,
iss_0021134,2014-0542,https://www.judiciary.uk/prevention-of-future-death-reports/edwin-thompson/,2014-12-22,T. Carney,Gateshead and South Tyneside,Management failed to integrate training effectiveness into the periodic appraisal of staff performance.,,-1,,
iss_0021135,2014-0542,https://www.judiciary.uk/prevention-of-future-death-reports/edwin-thompson/,2014-12-22,T. Carney,Gateshead and South Tyneside,The recording of incidents and resident care notes was inaccurate or insufficient.,,-1,,
iss_0021136,2014-0542,https://www.judiciary.uk/prevention-of-future-death-reports/edwin-thompson/,2014-12-22,T. Carney,Gateshead and South Tyneside,Management failed to regularly evaluate the quality of care notes or address recording shortcomings.,,-1,,
iss_0021137,2014-0550,https://www.judiciary.uk/prevention-of-future-death-reports/noreen-porter/,2014-12-22,L. Hunt,Birmingham and Solihull,Staff failed to perform CPR when the deceased collapsed.,,-1,,
iss_0021138,2014-0548,https://www.judiciary.uk/prevention-of-future-death-reports/samia-shara/,2014-12-19,F. Wilcox,London Inner West,Long and complex 999 and 111 calls should be available for audit by the CCG to identify learning opportunities.,,-1,,
iss_0021139,2014-0548,https://www.judiciary.uk/prevention-of-future-death-reports/samia-shara/,2014-12-19,F. Wilcox,London Inner West,Call takers should not be permitted to downgrade a call by moving it to a lower acuity pathway.,,-1,,
iss_0021140,2014-0547,https://www.judiciary.uk/prevention-of-future-death-reports/pauline-edwards/,2014-12-19,F. Wilcox,London Inner West,EU regulations require the recognition of EU medical qualifications despite potential discrepancies in training and experience compared to UK standards.,,-1,,
iss_0021141,2014-0547,https://www.judiciary.uk/prevention-of-future-death-reports/pauline-edwards/,2014-12-19,F. Wilcox,London Inner West,UK hospitals may allow doctors to practise unsupervised due to a lack of awareness regarding international qualification standards.,,-1,,
iss_0021142,2014-0547,https://www.judiciary.uk/prevention-of-future-death-reports/pauline-edwards/,2014-12-19,F. Wilcox,London Inner West,Insufficient practical training in managing anaesthetic emergencies poses a risk to patient safety.,,-1,,
iss_0021144,2014-0543,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-jenkins-2/,2014-12-19,S. Richards,Other,The Tissue Viability Nurse failed to assess the ulcer promptly after its development.,,-1,,
iss_0021145,2014-0543,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-jenkins-2/,2014-12-19,S. Richards,Other,Inadequate wound care and specialist nursing input were provided.,,-1,,
iss_0021146,2014-0543,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-jenkins-2/,2014-12-19,S. Richards,Other,The Tissue Viability Nurse service was overstretched due to insufficient staffing levels.,,-1,,
iss_0021147,2014-0543,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-jenkins-2/,2014-12-19,S. Richards,Other,Specialist nurses were not based within the hospital to provide timely assessments.,,-1,,
iss_0021148,2014-0543,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-jenkins-2/,2014-12-19,S. Richards,Other,Inappropriate use of bandages may have caused new ulcer formation.,,-1,,
iss_0021149,2014-0552,https://www.judiciary.uk/prevention-of-future-death-reports/john-stabler/,2014-12-18,S. Fisher,Greater Lincolnshire,The Prisoner Escort Record requires review and redesign.,,-1,,
iss_0021150,2014-0552,https://www.judiciary.uk/prevention-of-future-death-reports/john-stabler/,2014-12-18,S. Fisher,Greater Lincolnshire,System 1 medical records must be made available in Reception at HMP North Sea Camp and the Care and Reception Unit at HMP Lincoln.,,-1,,
iss_0021152,2014-0541,https://www.judiciary.uk/prevention-of-future-death-reports/brendan-ryan/,2014-12-18,A. Barkley,Other,Excessive speed is a likely cause of frequent accidents at this site.,,-1,,
iss_0021153,2014-0541,https://www.judiciary.uk/prevention-of-future-death-reports/brendan-ryan/,2014-12-18,A. Barkley,Other,The existing road signage and markings may be insufficient to prevent vehicles leaving the road.,,-1,,
iss_0021154,2014-0549,https://www.judiciary.uk/prevention-of-future-death-reports/darren-hughes/,2014-12-18,C. Woolley,Other,The core donor data form lacked sufficient information regarding lumbar puncture test results.,,-1,,
iss_0021155,2014-0549,https://www.judiciary.uk/prevention-of-future-death-reports/darren-hughes/,2014-12-18,C. Woolley,Other,Relevant medical microbiology information was not transmitted to the accepting transplant centre.,,-1,,
iss_0021156,2014-0549,https://www.judiciary.uk/prevention-of-future-death-reports/darren-hughes/,2014-12-18,C. Woolley,Other,NHSBT lacks robust systems to ensure the capture and transmission of all relevant donor information.,,-1,,
iss_0021157,2014-0549,https://www.judiciary.uk/prevention-of-future-death-reports/darren-hughes/,2014-12-18,C. Woolley,Other,Accepting consultants failed to use the EOS system to review full donor information.,,-1,,
iss_0021158,2014-0549,https://www.judiciary.uk/prevention-of-future-death-reports/darren-hughes/,2014-12-18,C. Woolley,Other,The organ acceptance process lacked a multidisciplinary team approach to decision making.,,-1,,
iss_0021159,2014-0549,https://www.judiciary.uk/prevention-of-future-death-reports/darren-hughes/,2014-12-18,C. Woolley,Other,The standard consent form is inadequate for covering specific risks associated with transplant operations.,,-1,,
iss_0021160,2014-0577,https://www.judiciary.uk/prevention-of-future-death-reports/kevin-lawrence/,2014-12-18,D. Salter,Oxfordshire,Slow moving vehicles present a risk at this location.,,-1,,
iss_0021161,2014-0577,https://www.judiciary.uk/prevention-of-future-death-reports/kevin-lawrence/,2014-12-18,D. Salter,Oxfordshire,Existing warning signage is insufficiently large and positioned too low.,,-1,,
iss_0021163,2014-0577,https://www.judiciary.uk/prevention-of-future-death-reports/kevin-lawrence/,2014-12-18,D. Salter,Oxfordshire,The effectiveness of current monitoring and reporting systems is uncertain.,,-1,,
iss_0021164,,https://www.judiciary.uk/prevention-of-future-death-reports/william-savage/,2014-12-18,D. Salter,Oxfordshire,The frequency and duration of surveillance hits were not accurately recorded or shared on the intelligence database.,,-1,,
iss_0021165,,https://www.judiciary.uk/prevention-of-future-death-reports/william-savage/,2014-12-18,D. Salter,Oxfordshire,Intelligence assessments failed to convey the continuous nature of the detected activity to patrol commanders.,,-1,,
iss_0021166,,https://www.judiciary.uk/prevention-of-future-death-reports/william-savage/,2014-12-18,D. Salter,Oxfordshire,Personnel incorrectly dismissed surveillance hits as faulty readings rather than investigating potential tunnelling.,,-1,,
iss_0021167,,https://www.judiciary.uk/prevention-of-future-death-reports/william-savage/,2014-12-18,D. Salter,Oxfordshire,The process for removing and marking threats as 'cleared' requires more detailed consideration.,,-1,,
iss_0021168,2014-0535,https://www.judiciary.uk/prevention-of-future-death-reports/rebecca-overy/,2014-12-17,S. Haskey,Nottinghamshire and Nottingham,The immediate transfer of the deceased was not in her best interests and was detrimental to her mental health.,,-1,,
iss_0021169,2014-0535,https://www.judiciary.uk/prevention-of-future-death-reports/rebecca-overy/,2014-12-17,S. Haskey,Nottinghamshire and Nottingham,The transfer was driven by statutory obligations under the Health and Social Care Act rather than clinical necessity.,,-1,,
iss_0021170,2014-0535,https://www.judiciary.uk/prevention-of-future-death-reports/rebecca-overy/,2014-12-17,S. Haskey,Nottinghamshire and Nottingham,There is no provision for secure mental health care for young adults aged 18 to 24 with similar clinical needs.,,-1,,
iss_0021171,2014-0538,https://www.judiciary.uk/prevention-of-future-death-reports/darren-hayes/,2014-12-17,J. Lake,Norfolk,Unsuccessful telephone contact attempts were not documented or escalated to senior staff.,,-1,,
iss_0021172,2014-0538,https://www.judiciary.uk/prevention-of-future-death-reports/darren-hayes/,2014-12-17,J. Lake,Norfolk,The level of risk presented by the individual's physical health and living conditions was not fully considered.,,-1,,
iss_0021173,2014-0538,https://www.judiciary.uk/prevention-of-future-death-reports/darren-hayes/,2014-12-17,J. Lake,Norfolk,"The Social Worker failed to contact the GP, District Nurse, or Red Cross when contact with the individual was lost.",,-1,,
iss_0021174,2014-0540,https://www.judiciary.uk/prevention-of-future-death-reports/connor-smith/,2014-12-17,A. Rebello,Liverpool and the Wirral,There were no provisions in place to require more frequent checks on the prisoner.,,-1,,
iss_0021175,2014-0540,https://www.judiciary.uk/prevention-of-future-death-reports/connor-smith/,2014-12-17,A. Rebello,Liverpool and the Wirral,Previous incidents of self-harm were not adequately reflected in the prisoner's monitoring.,,-1,,
iss_0021176,2014-0540,https://www.judiciary.uk/prevention-of-future-death-reports/connor-smith/,2014-12-17,A. Rebello,Liverpool and the Wirral,The PPO investigation failed to identify inaccuracies in the attendance records of the review hearing.,,-1,,
iss_0021177,2014-0540,https://www.judiciary.uk/prevention-of-future-death-reports/connor-smith/,2014-12-17,A. Rebello,Liverpool and the Wirral,The quality of the PPO investigation was insufficient to identify errors in documentary evidence.,,-1,,
iss_0021178,2014-0563,https://www.judiciary.uk/prevention-of-future-death-reports/john-leyin/,2014-12-16,C. Beasley-Murray,Essex and Thurrock,The hospital failed to ensure the dissemination of trust policy and NPSA guidance to all staff.,,-1,,
iss_0021179,2014-0563,https://www.judiciary.uk/prevention-of-future-death-reports/john-leyin/,2014-12-16,C. Beasley-Murray,Essex and Thurrock,There were weaknesses in the training systems in place.,,-1,,
iss_0021180,2014-0563,https://www.judiciary.uk/prevention-of-future-death-reports/john-leyin/,2014-12-16,C. Beasley-Murray,Essex and Thurrock,Staff training records for performing procedures such as nasogastric tube insertion were not checked.,,-1,,
iss_0021181,2014-0536,https://www.judiciary.uk/prevention-of-future-death-reports/mikey-hornby/,2014-12-16,J. Pollard,Manchester South,Staff failed to refer the infant to hospital following the presentation of an infected umbilical cord.,,-1,,
iss_0021182,2014-0536,https://www.judiciary.uk/prevention-of-future-death-reports/mikey-hornby/,2014-12-16,J. Pollard,Manchester South,The doctor failed to recognise the clinical seriousness of the infant's condition during the second consultation.,,-1,,
iss_0021183,2014-0536,https://www.judiciary.uk/prevention-of-future-death-reports/mikey-hornby/,2014-12-16,J. Pollard,Manchester South,The infant was discharged with a prescription that could not be filled due to pharmacy closure.,,-1,,
iss_0021184,2014-0536,https://www.judiciary.uk/prevention-of-future-death-reports/mikey-hornby/,2014-12-16,J. Pollard,Manchester South,The out-of-hours GP service lacked the facilities to perform essential blood tests.,,-1,,
iss_0021185,2014-0536,https://www.judiciary.uk/prevention-of-future-death-reports/mikey-hornby/,2014-12-16,J. Pollard,Manchester South,The GP service failed to utilise adjacent hospital emergency department facilities for diagnostic testing.,,-1,,
iss_0021186,2014-0574,https://www.judiciary.uk/prevention-of-future-death-reports/janette-insley/,2014-12-16,L. Hashmi,Manchester North,A lack of suitably qualified practitioners and resources prevented necessary psychological referrals for inpatients.,,-1,,
iss_0021187,2014-0574,https://www.judiciary.uk/prevention-of-future-death-reports/janette-insley/,2014-12-16,L. Hashmi,Manchester North,An undue emphasis on community-based psychological therapy has resulted in the detriment of inpatient services.,,-1,,
iss_0021188,2014-0574,https://www.judiciary.uk/prevention-of-future-death-reports/janette-insley/,2014-12-16,L. Hashmi,Manchester North,The delay in community psychological consultations leaves patients without therapy during periods of high vulnerability.,,-1,,
iss_0021189,2014-0561,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-aitken/,2014-12-15,M. Hassell,London Inner North,Medication was left unsecured on a hospital bedside cabinet.,,-1,,
iss_0021190,2014-0561,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-aitken/,2014-12-15,M. Hassell,London Inner North,Hospital staff failed to request previous inpatient psychiatric records.,,-1,,
iss_0021191,2014-0561,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-aitken/,2014-12-15,M. Hassell,London Inner North,The discharging psychiatrist failed to make a direct referral to the community mental health team.,,-1,,
iss_0021192,2014-0561,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-aitken/,2014-12-15,M. Hassell,London Inner North,The hospital failed to respond to formal complaints regarding clinical care.,,-1,,
iss_0021193,2014-0558,https://www.judiciary.uk/prevention-of-future-death-reports/rhys-williams/,2014-12-15,J. Pollard,Manchester South,Staff lacked consistent awareness regarding the correct positioning of profile beds.,,-1,,
iss_0021194,2014-0558,https://www.judiciary.uk/prevention-of-future-death-reports/rhys-williams/,2014-12-15,J. Pollard,Manchester South,Procedures for the use of crash mats and sensor mats on both sides of beds were unclear.,,-1,,
iss_0021195,2014-0558,https://www.judiciary.uk/prevention-of-future-death-reports/rhys-williams/,2014-12-15,J. Pollard,Manchester South,Staffing levels and the impact of additional duties on care assessments were inadequate.,,-1,,
iss_0021196,2014-0558,https://www.judiciary.uk/prevention-of-future-death-reports/rhys-williams/,2014-12-15,J. Pollard,Manchester South,The system for allocating nursing care payments failed to ensure the provision of appropriate care types.,,-1,,
iss_0021197,2014-0558,https://www.judiciary.uk/prevention-of-future-death-reports/rhys-williams/,2014-12-15,J. Pollard,Manchester South,Management failed to effectively communicate essential information to successive managers.,,-1,,
iss_0021198,2014-0558,https://www.judiciary.uk/prevention-of-future-death-reports/rhys-williams/,2014-12-15,J. Pollard,Manchester South,The system for providing relevant information to relatives was flawed due to inaccessible archived files.,,-1,,
iss_0021199,2014-0558,https://www.judiciary.uk/prevention-of-future-death-reports/rhys-williams/,2014-12-15,J. Pollard,Manchester South,Care notes were being completed in advance of actual care visits taking place.,,-1,,
iss_0021200,2014-0558,https://www.judiciary.uk/prevention-of-future-death-reports/rhys-williams/,2014-12-15,J. Pollard,Manchester South,Staff misunderstandings regarding the procedure for calling emergency services could cause life-threatening delays.,,-1,,
iss_0021201,2014-0537,https://www.judiciary.uk/prevention-of-future-death-reports/simon-satchwell/,2014-12-12,E. Thomas,Hertfordshire,Travel advice fails to warn users that safety standards for hazardous activities abroad may be lower than in the United Kingdom.,,-1,,
iss_0021202,2014-0537,https://www.judiciary.uk/prevention-of-future-death-reports/simon-satchwell/,2014-12-12,E. Thomas,Hertfordshire,There is a lack of clarity in travel guidance regarding the varying international requirements for supervision and equipment maintenance.,,-1,,
iss_0021203,2014-0534,https://www.judiciary.uk/prevention-of-future-death-reports/jason-palmer/,2014-12-12,J. Tomalin,Other,The Firearms Unit lacked access to relevant domestic incident information held within secure police logs.,,-1,,
iss_0021204,2014-0534,https://www.judiciary.uk/prevention-of-future-death-reports/jason-palmer/,2014-12-12,J. Tomalin,Other,Information regarding domestic incidents was not shared with the Firearms Licensing Operations Officer during the licence renewal process.,,-1,,
iss_0021205,2014-0532,https://www.judiciary.uk/prevention-of-future-death-reports/geraldine-kilborn/,2014-12-10,A. Tweddle,County Durham and Darlington,Information sharing between the mental health team and ACCT review members failed.,,-1,,
iss_0021206,2014-0532,https://www.judiciary.uk/prevention-of-future-death-reports/geraldine-kilborn/,2014-12-10,A. Tweddle,County Durham and Darlington,Mental health staff were not consistently present at critical ACCT reviews.,,-1,,
iss_0021207,2014-0532,https://www.judiciary.uk/prevention-of-future-death-reports/geraldine-kilborn/,2014-12-10,A. Tweddle,County Durham and Darlington,The views of mental health professionals were not given sufficient weight during ACCT reviews.,,-1,,
iss_0021208,2014-0532,https://www.judiciary.uk/prevention-of-future-death-reports/geraldine-kilborn/,2014-12-10,A. Tweddle,County Durham and Darlington,Review members failed to read the full ACCT documentation prior to reviews.,,-1,,
iss_0021209,2014-0532,https://www.judiciary.uk/prevention-of-future-death-reports/geraldine-kilborn/,2014-12-10,A. Tweddle,County Durham and Darlington,Review panel membership was inadequate for managing complex and challenging prisoners.,,-1,,
iss_0021210,2014-0531,https://www.judiciary.uk/prevention-of-future-death-reports/patricia-edge/,2014-12-10,S. Jones,Manchester West,Inadequate staff training and Trust procedures allowed for the prescription and dispensing of an excessive dose of paracetamol.,,-1,,
iss_0021211,2014-0531,https://www.judiciary.uk/prevention-of-future-death-reports/patricia-edge/,2014-12-10,S. Jones,Manchester West,Failure to perform blood tests prevented the identification of excessive paracetamol levels.,,-1,,
iss_0021212,2014-0533,https://www.judiciary.uk/prevention-of-future-death-reports/garry-gilbey/,2014-12-10,K. Harrold,"Hampshire, Portsmouth and Southampton",The prison lacked a formal policy for determining when an ambulance should be summoned.,,-1,,
iss_0021213,2014-0533,https://www.judiciary.uk/prevention-of-future-death-reports/garry-gilbey/,2014-12-10,K. Harrold,"Hampshire, Portsmouth and Southampton",Prison officers lacked adequate training to perform dynamic risk assessments for medical emergencies.,,-1,,
iss_0021214,2014-0533,https://www.judiciary.uk/prevention-of-future-death-reports/garry-gilbey/,2014-12-10,K. Harrold,"Hampshire, Portsmouth and Southampton","Healthcare records failed to consistently document essential treatments, such as nebuliser use, in the wing log book.",,-1,,
iss_0021215,2014-0533,https://www.judiciary.uk/prevention-of-future-death-reports/garry-gilbey/,2014-12-10,K. Harrold,"Hampshire, Portsmouth and Southampton",The prison healthcare system failed to ensure that all required specialist investigations were completed and tracked.,,-1,,
